FlightNo,X,Y,Z
FL22526,930.164,3133.945,8492.909
FL22527,890.562,5820.386,55.839
FL22528,3474.954,3672.816,8139.829
FL22529,7697.234,7813.518,7603.06
FL22530,5842.932,2398.77,9268.97
FL22531,3440.83,9883.774,11702.951
FL22532,87.719,6667.924,1562.67
FL22533,9183.456,1542.772,10976.936
FL22534,7307.939,1552.653,8967.085
FL22535,9770.931,7478.776,10993.608
FL22536,8410.979,3951.562,1353.035
FL22537,8956.475,119.077,4362.866
FL22538,5018.28,7377.267,7857.89
FL22539,8703.922,6670.501,10793.365
FL22540,4899.814,1485.884,890.264
FL22541,7153.642,7560.788,10559.098
FL22542,5437.426,9184.025,1049.286
FL22543,3010.311,9449.231,2666.449
FL22544,6404.036,522.384,6396.292
FL22545,6020.915,733.194,2298.239
FL22546,6561.913,6000.577,8802.409
FL22547,7616.001,5589.445,5069.255
FL22548,3803.687,9941.753,11117.504
FL22549,8486.701,8387.534,7359.337
FL22550,7018.297,2796.326,8372.875
FL22551,1137.98,6439.73,3826.509
FL22552,6142.322,9181.189,1513.597
FL22553,1435.492,1855.874,10467.262
FL22554,949.641,3372.464,8031.916
FL22555,6057.43,9934.369,4194.945
FL22556,9014.688,103.244,9944.352
FL22557,8380.22,5950.367,5654.611
FL22558,1897.532,5951.039,702.689
FL22559,8423.053,9206.414,3658.799
FL22560,7278.434,5673.801,11290.384
FL22561,2516.02,9252.236,11982.153
FL22562,8995.637,2294.666,11936.97
FL22563,2270.671,1649.564,1026.483
FL22564,1262.483,67.015,6334.254
FL22565,2390.67,7109.33,10293.194
FL22566,8706.958,1637.879,6328.945
FL22567,2485.999,2390.44,11848.434
FL22568,5833.76,906.743,6643.995
FL22569,4371.852,7133.837,6850.639
FL22570,4346.686,7491.057,11142.808
FL22571,4159.845,4429.617,10460.242
FL22572,9967.564,1227.65,9865.335
FL22573,347.874,6840.194,1839.56
FL22574,9725.79,1033.355,6437.013
FL22575,275.284,1995.487,9768.515
FL22576,1127.387,8096.403,3859.43
FL22577,2268.204,9909.092,8780.898
FL22578,7029.252,5187.688,4762.358
FL22579,8222.329,8733.617,7595.519
FL22580,3492.364,9456.219,1571.355
FL22581,4758.781,8312.969,601.855
FL22582,1278.352,6366.583,8394.933
FL22583,2868.26,8272.577,5725.499
FL22584,4054.303,5755.026,4662.187
FL22585,2475.177,5718.482,11300.155
FL22586,2491.41,6406.594,8369.518
FL22587,5530.505,4620.41,3390.597
FL22588,1400.288,380.557,8399.92
FL22589,1818.041,1337.17,1307.449
FL22590,9361.822,5290.908,6722.148
FL22591,2484.262,8629.795,5631.248
FL22592,6576.807,7686.376,2138.832
FL22593,3189.522,5263.026,3759.05
FL22594,8222.304,6507.581,10558.876
FL22595,4986.545,54.032,5145.74
FL22596,3322.039,5786.827,206.589
FL22597,6198.348,7601.604,10670.468
FL22598,4452.036,3974.22,9930.153
FL22599,4085.041,911.0,11996.974
FL22600,7885.235,8568.706,4841.88
FL22601,8478.821,6957.964,773.976
FL22602,5419.324,6510.689,261.315
FL22603,78.837,9478.091,888.776
FL22604,4926.604,836.967,6340.099
FL22605,7177.516,6674.306,4756.637
FL22606,9928.667,9384.834,10989.415
FL22607,1443.454,4420.254,965.249
FL22608,2624.162,7527.646,3547.869
FL22609,965.162,5111.387,9106.49
FL22610,9758.752,7152.404,5184.508
FL22611,9678.115,5079.199,4311.732
FL22612,1227.359,1483.574,1650.607
FL22613,6607.889,8018.883,5054.518
FL22614,8851.222,1361.821,1145.882
FL22615,6373.708,8102.563,2090.516
FL22616,2056.428,9775.57,4587.48
FL22617,1209.768,1144.959,798.735
FL22618,2178.457,7116.656,2992.347
FL22619,9118.866,5792.779,4033.875
FL22620,2018.55,4087.038,11725.156
FL22621,1606.367,6511.506,5842.019
FL22622,4080.047,4952.766,11337.01
FL22623,1930.405,5223.102,1719.691
FL22624,1095.461,165.362,5646.261
FL22625,4690.369,2516.093,9218.218
FL22626,2216.873,1549.344,187.674
FL22627,8523.692,9568.059,527.389
FL22628,1906.864,6116.846,8377.738
FL22629,9955.935,9131.362,163.145
FL22630,9298.998,7829.446,1307.276
FL22631,4110.604,4224.105,7184.651
FL22632,6087.997,9328.659,8885.351
FL22633,7470.317,4309.292,6024.236
FL22634,3575.963,7762.718,7203.147
FL22635,3087.086,9338.009,3688.854
FL22636,108.237,8835.696,688.817
FL22637,7980.097,3094.353,10671.2
FL22638,182.389,5957.052,10804.276
FL22639,6250.294,3461.845,5514.319
FL22640,8044.512,3481.581,2635.516
FL22641,2142.323,1426.657,9402.191
FL22642,8927.398,7734.325,7152.746
FL22643,3073.783,5479.027,8545.188
FL22644,5450.312,7343.387,4767.655
FL22645,8792.172,8768.842,2890.24
FL22646,2086.819,1568.105,10865.161
FL22647,4979.41,1839.571,9809.537
FL22648,2084.862,4250.928,8517.069
FL22649,4702.847,8315.328,3107.199
FL22650,1524.982,6510.766,8864.092
FL22651,1129.25,5266.985,10935.306
FL22652,4309.871,9943.51,1642.286
FL22653,4515.83,4898.535,6226.613
FL22654,6833.461,2599.891,3236.459
FL22655,5092.311,2122.4,9706.563
FL22656,6797.408,2707.998,2921.373
FL22657,9402.604,2891.818,532.41
FL22658,6637.671,8732.904,4437.756
FL22659,3289.318,8639.775,5674.925
FL22660,6115.851,817.035,4348.477
FL22661,9178.316,9713.219,5130.143
FL22662,5011.666,502.7,4466.728
FL22663,8917.138,1878.834,1420.62
FL22664,9195.712,2103.204,1060.893
FL22665,1760.177,4192.435,5715.122
FL22666,4861.02,8064.267,10783.752
FL22667,5647.616,2737.313,11723.646
FL22668,2407.919,7623.885,3538.928
FL22669,4946.617,2922.378,3141.473
FL22670,602.512,4745.216,9620.232
FL22671,2676.841,423.278,3861.62
FL22672,8632.142,2439.844,9865.099
FL22673,4707.632,1123.143,11014.007
FL22674,9939.674,5714.346,11444.864
FL22675,563.158,8062.383,2939.463
FL22676,4859.137,6495.108,181.403
FL22677,7149.162,770.825,11736.323
FL22678,4376.818,997.985,9046.039
FL22679,4671.032,9800.514,9159.1
FL22680,4517.684,232.432,3269.523
FL22681,7716.496,8495.443,7909.484
FL22682,9137.811,3133.078,1244.788
FL22683,5546.751,8382.041,5925.72
FL22684,5021.006,362.878,5063.711
FL22685,8485.971,4637.781,2339.673
FL22686,4854.12,7395.183,5152.01
FL22687,9096.789,4651.114,2962.929
FL22688,5064.236,4162.856,9248.561
FL22689,5455.655,3953.194,6450.331
FL22690,7549.615,4037.187,6043.86
FL22691,7098.063,5447.803,5536.487
FL22692,2018.648,4323.395,10436.487
FL22693,3725.691,1273.202,3453.326
FL22694,6393.098,9983.929,9190.047
FL22695,1168.859,7402.482,917.413
FL22696,5855.245,9565.271,7494.577
FL22697,2567.501,298.774,10383.134
FL22698,2214.655,2559.292,10382.885
FL22699,2163.9,526.269,3538.649
FL22700,5598.18,834.666,1511.105
FL22701,296.823,4614.038,8931.54
FL22702,4733.218,796.342,9260.106
FL22703,1466.939,5157.416,3433.701
FL22704,7614.645,5357.301,6678.357
FL22705,7745.292,4252.462,2618.749
FL22706,3853.297,1906.432,8874.587
FL22707,8581.499,8999.054,3885.45
FL22708,6846.184,3925.703,6153.987
FL22709,1066.231,7051.519,555.45
FL22710,3152.204,3905.544,7138.446
FL22711,6989.297,322.638,8847.87
FL22712,1070.496,2856.342,5515.174
FL22713,8587.006,8686.024,10335.06
FL22714,2078.164,4120.339,11270.129
FL22715,3756.036,8717.995,3552.242
FL22716,4377.655,2405.994,3745.016
FL22717,2289.222,9372.077,8678.693
FL22718,5394.501,6227.247,6863.257
FL22719,4220.172,422.355,4909.824
FL22720,5032.929,8145.611,8413.571
FL22721,5582.215,5993.05,3490.417
FL22722,1662.92,4028.048,4692.371
FL22723,8100.893,3618.591,475.337
FL22724,3759.75,2263.825,10397.5
FL22725,4098.28,6401.722,11251.479
FL22726,5687.851,2653.931,5333.043
FL22727,563.342,2018.504,1082.39
FL22728,8140.288,513.537,4969.182
FL22729,4121.964,6387.457,5629.498
FL22730,6759.337,9777.618,8181.193
FL22731,3713.1,2333.963,473.972
FL22732,6168.938,9112.944,7516.914
FL22733,3619.924,7722.489,1822.208
FL22734,7112.009,3079.74,7534.767
FL22735,9448.19,2031.336,7265.228
FL22736,5599.474,297.921,750.706
FL22737,1321.537,1272.781,9495.372
FL22738,6074.713,8972.33,3809.33
FL22739,3544.594,4246.882,4406.622
FL22740,3360.436,6059.969,852.01
FL22741,4782.517,3805.026,9505.062
FL22742,8746.937,1787.548,6874.891
FL22743,9852.759,9579.126,1042.665
FL22744,3186.296,4744.701,10869.758
FL22745,9759.286,133.767,9576.931
FL22746,3415.658,7990.362,2101.592
FL22747,272.837,169.116,11157.63
FL22748,367.909,2645.518,10062.836
FL22749,3779.251,4697.456,2225.687
FL22750,3802.442,675.0,11577.092
FL22751,3957.037,3840.358,8574.126
FL22752,5289.689,3911.094,7423.6
FL22753,8604.52,8706.427,6745.896
FL22754,3181.825,3950.903,4302.256
FL22755,5130.018,441.054,8989.353
FL22756,5099.751,8583.264,10102.666
FL22757,8931.7,4385.316,2962.186
FL22758,8442.687,600.158,4032.931
FL22759,7593.657,4810.218,2144.17
FL22760,8771.018,5747.871,7178.67
FL22761,1251.612,3577.573,10283.365
FL22762,2489.741,6553.928,7420.864
FL22763,6635.25,412.926,7202.044
FL22764,8064.155,9324.408,2168.647
FL22765,5314.462,3933.824,1495.691
FL22766,7306.793,4683.27,11563.953
FL22767,3652.732,842.995,10133.592
FL22768,572.647,9005.211,5929.705
FL22769,5380.468,4527.159,9423.962
FL22770,1095.322,8615.321,636.551
FL22771,4000.225,866.842,7872.902
FL22772,2978.912,7092.697,3533.192
FL22773,6778.39,110.826,7758.214
FL22774,1420.445,4042.789,8637.063
FL22775,2811.521,6951.83,6632.196
FL22776,4121.478,23.824,3685.191
FL22777,9724.678,4520.775,6421.731
FL22778,7595.413,9240.136,623.168
FL22779,3217.373,8019.03,11783.816
FL22780,1148.229,4562.024,2686.68
FL22781,451.36,5359.793,3040.254
FL22782,3184.686,4473.24,11666.468
FL22783,5905.893,6024.783,11209.157
FL22784,6631.843,8576.898,1678.45
FL22785,75.901,2005.291,2135.96
FL22786,7767.546,6703.077,10329.928
FL22787,6985.084,5605.131,5500.743
FL22788,3295.635,2290.348,9831.36
FL22789,6239.482,8591.706,2688.231
FL22790,9874.676,8115.431,5391.237
FL22791,962.864,5879.16,4193.385
FL22792,5447.773,5123.65,1596.719
FL22793,5373.333,6589.701,2645.169
FL22794,9399.557,6055.325,7934.715
FL22795,8780.677,8597.611,7588.751
FL22796,4945.138,1853.485,1387.443
FL22797,4294.728,1120.608,10022.51
FL22798,6414.266,3745.675,3094.681
FL22799,7282.283,4683.366,2351.692
FL22800,4542.76,3531.477,11165.018
FL22801,9759.14,801.234,2413.044
FL22802,3935.635,3072.73,1730.948
FL22803,5861.627,3155.705,9484.572
FL22804,6616.991,2336.392,3286.686
FL22805,2706.193,5141.378,10251.723
FL22806,413.118,1258.031,10329.382
FL22807,439.121,6330.671,2448.04
FL22808,8747.208,1229.475,7838.758
FL22809,9435.08,2611.019,2942.308
FL22810,7118.497,8492.81,6244.865
FL22811,7316.559,6781.485,7755.261
FL22812,4391.581,3743.789,7199.179
FL22813,8054.634,2457.377,1269.606
FL22814,1717.589,7441.755,11081.745
FL22815,8487.254,5867.433,2020.802
FL22816,4948.338,8563.227,1279.31
FL22817,5453.383,9331.387,3449.425
FL22818,8596.193,8047.342,6344.343
FL22819,8682.946,847.698,9700.188
FL22820,9632.846,3310.253,1166.946
FL22821,5822.125,1324.679,9620.817
FL22822,1629.965,4876.166,1811.168
FL22823,3333.15,9799.393,164.828
FL22824,8288.241,5790.633,10455.509
FL22825,3052.878,1906.312,10595.484
FL22826,3615.586,2715.143,10059.124
FL22827,1704.223,1179.739,4609.001
FL22828,9533.612,4421.588,9364.472
FL22829,6874.065,4590.17,11905.739
FL22830,557.272,9320.063,4475.6
FL22831,115.876,6392.583,10962.791
FL22832,2179.417,3443.134,9753.285
FL22833,5924.062,8239.387,8793.737
FL22834,8271.401,612.81,6916.515
FL22835,2928.947,6785.949,4587.707
FL22836,6977.874,5374.104,4076.454
FL22837,9766.312,5087.589,704.071
FL22838,8414.963,7732.546,9116.203
FL22839,1222.757,3874.834,6549.767
FL22840,6288.629,8040.076,10281.204
FL22841,811.649,2832.405,4377.998
FL22842,7355.963,5901.635,6860.187
FL22843,1821.138,3128.441,4650.456
FL22844,2911.85,8899.928,10752.223
FL22845,4570.452,9739.229,2296.296
FL22846,2810.933,27.711,971.667
FL22847,9510.257,3174.365,10882.466
FL22848,6443.79,7082.993,9632.752
FL22849,9818.423,9207.571,4423.764
FL22850,9239.477,9002.238,2868.134
FL22851,3471.749,672.35,2254.504
FL22852,4876.715,9824.539,8465.181
FL22853,3079.725,466.261,7323.581
FL22854,9604.966,9502.142,6029.452
FL22855,5817.32,7380.22,11310.454
FL22856,6227.035,8290.104,9324.839
FL22857,1775.332,9230.025,4190.086
FL22858,1986.455,2726.424,2495.824
FL22859,7889.66,6131.887,3264.564
FL22860,8576.568,5616.174,1866.125
FL22861,9349.177,5791.954,7954.58
FL22862,74.632,6181.329,7238.116
FL22863,4287.857,2025.036,9720.239
FL22864,1871.736,7928.845,3559.071
FL22865,9242.018,2768.58,8628.899
FL22866,4687.819,6462.055,4504.735
FL22867,4862.017,1512.277,4705.278
FL22868,9690.391,1016.948,5249.187
FL22869,2306.066,5904.672,7388.256
FL22870,9622.293,701.208,4125.71
FL22871,1710.62,2245.196,8477.835
FL22872,102.5,4148.846,5848.915
FL22873,5396.165,9005.321,7037.498
FL22874,968.213,4602.996,8454.751
FL22875,3940.678,7403.189,964.875
FL22876,2005.93,3816.354,4137.965
FL22877,9472.822,5014.096,8343.844
FL22878,6398.469,9508.89,1114.4
FL22879,988.973,4473.367,4394.772
FL22880,2595.164,9928.013,1430.4
FL22881,6375.642,8334.238,5284.538
FL22882,935.947,5712.154,11048.047
FL22883,9592.553,1411.869,5072.79
FL22884,6926.974,1119.053,7361.27
FL22885,1283.17,1726.311,10130.381
FL22886,7446.323,9956.91,9047.713
FL22887,9214.294,8481.809,651.201
FL22888,244.145,4611.439,10463.468
FL22889,7252.693,425.132,4603.417
FL22890,7217.665,2605.704,10243.611
FL22891,5715.899,1724.294,7873.652
FL22892,4400.8,3150.648,11189.889
FL22893,5754.19,958.989,3020.743
FL22894,7982.268,3370.782,7007.904
FL22895,1140.333,6220.528,6860.028
FL22896,3005.524,3969.322,10015.256
FL22897,8411.504,404.902,11904.426
FL22898,6661.572,6872.815,9112.742
FL22899,3686.197,7028.874,132.277
FL22900,5821.805,533.518,3721.564
FL22901,8437.807,7081.769,9786.255
FL22902,7741.836,9238.404,4877.754
FL22903,1677.127,6020.799,5782.469
FL22904,4094.873,9876.561,6383.939
FL22905,8835.149,4595.64,5940.445
FL22906,969.925,5575.458,6444.448
FL22907,3800.915,4076.79,1481.879
FL22908,1932.255,2159.953,7501.678
FL22909,1657.472,9539.109,4729.107
FL22910,2932.504,4487.673,11004.405
FL22911,6136.481,9001.678,83.503
FL22912,4386.024,3432.422,8744.868
FL22913,1864.33,4734.726,1347.943
FL22914,4512.843,4277.029,11210.082
FL22915,5923.062,8090.103,8195.054
FL22916,1521.003,6280.586,5456.746
FL22917,1427.01,7936.289,1991.297
FL22918,1895.188,4279.696,7041.226
FL22919,4865.466,2498.879,10426.361
FL22920,7428.678,1865.701,1368.587
FL22921,2026.638,5232.068,869.457
FL22922,4546.335,927.985,9620.965
FL22923,1614.042,5774.647,10677.441
FL22924,4919.669,8863.993,6296.301
FL22925,1631.574,6366.506,9292.42
FL22926,3774.301,949.624,5982.366
FL22927,1066.736,7037.042,11663.566
FL22928,7058.347,9655.095,3106.919
FL22929,6202.364,3434.707,8759.86
FL22930,2654.885,2417.376,2592.179
FL22931,7344.877,4770.007,4571.576
FL22932,9396.913,2987.859,10173.135
FL22933,2687.693,7381.8,3691.422
FL22934,8454.702,6362.501,7139.659
FL22935,6399.68,5064.952,11383.842
FL22936,8391.268,2517.974,8209.432
FL22937,1897.303,4068.725,2774.136
FL22938,4693.588,4716.109,9941.948
FL22939,2445.252,5146.844,4534.361
FL22940,2921.623,4561.781,5455.475
FL22941,35.654,9642.174,4956.273
FL22942,4035.227,4376.446,6935.75
FL22943,6334.0,5846.336,9042.254
FL22944,2044.9,6590.046,11025.763
FL22945,1951.674,4498.444,1213.822
FL22946,4560.885,7363.476,11756.827
FL22947,8186.601,2151.789,1326.89
FL22948,6687.303,5813.869,4039.587
FL22949,3314.495,2658.26,6883.58
FL22950,1289.654,9389.253,4001.381
FL22951,3400.434,4336.177,8200.074
FL22952,2023.193,4133.912,8737.807
FL22953,9204.539,6015.538,8166.622
FL22954,4822.83,4519.9,10955.225
FL22955,1929.052,2516.317,1594.019
FL22956,2827.184,7275.718,8445.381
FL22957,2565.367,1911.446,3808.855
FL22958,256.444,7838.188,10044.472
FL22959,6040.488,7442.136,7940.079
FL22960,9871.572,4604.455,1657.339
FL22961,1107.445,497.01,6297.134
FL22962,325.398,3184.508,3557.858
FL22963,4811.223,8704.36,7643.151
FL22964,9237.395,4039.667,5550.519
FL22965,5940.774,579.305,8150.402
FL22966,9919.139,9661.867,831.967
FL22967,8011.195,113.836,10674.248
FL22968,8790.688,3723.795,4070.413
FL22969,1493.028,8284.733,710.329
FL22970,5610.434,7854.883,239.443
FL22971,9872.746,9716.853,1960.874
FL22972,8931.3,5760.667,6800.368
FL22973,5003.831,6145.646,4292.557
FL22974,9845.462,4558.32,8757.531
FL22975,4467.541,5977.728,5557.228
FL22976,3842.781,710.397,4786.414
FL22977,5954.103,9716.308,5594.163
FL22978,6789.366,4932.215,1930.86
FL22979,2596.423,3732.649,7499.49
FL22980,2299.931,2885.682,553.118
FL22981,8679.775,2218.82,10874.653
FL22982,5938.973,8449.544,6258.754
FL22983,8373.637,6895.193,3856.359
FL22984,8409.503,2216.349,8675.031
FL22985,4444.184,1699.216,2548.917
FL22986,1391.057,8773.034,3956.259
FL22987,1591.945,9638.584,11788.124
FL22988,5900.764,2530.843,5015.544
FL22989,4177.265,7142.27,2970.385
FL22990,4466.446,7957.373,10660.914
FL22991,6354.106,886.418,4375.397
FL22992,3232.792,436.504,6313.43
FL22993,665.406,4057.006,3176.078
FL22994,6185.571,6438.174,5681.357
FL22995,3345.799,6533.332,8601.533
FL22996,6839.925,9905.722,9328.845
FL22997,5696.152,3304.323,11783.727
FL22998,7013.451,9.45,6113.473
FL22999,814.853,5695.344,3348.016
FL23000,743.781,497.097,5434.938
FL23001,7214.47,8380.548,578.05
FL23002,7911.279,2843.424,1746.163
FL23003,4458.058,9141.455,4927.117
FL23004,9041.427,354.956,11062.035
FL23005,83.044,8406.268,7146.07
FL23006,8121.843,7662.194,6340.199
FL23007,8768.331,3866.881,3005.62
FL23008,5216.138,5787.855,4330.541
FL23009,4508.327,7363.12,3641.306
FL23010,1919.241,4165.109,2487.971
FL23011,6081.916,4220.053,7836.504
FL23012,487.462,2108.764,4710.053
FL23013,3098.095,4362.396,6739.852
FL23014,9525.408,9858.934,3857.366
FL23015,6652.168,2124.028,8400.682
FL23016,7042.181,5426.255,535.192
FL23017,5368.627,5514.572,10472.691
FL23018,152.805,2197.38,9783.186
FL23019,4278.743,893.17,4217.899
FL23020,6373.081,9536.91,2192.285
FL23021,1779.387,6371.4,912.486
FL23022,1161.595,5346.068,5860.018
FL23023,8057.708,694.316,6739.914
FL23024,5273.421,409.729,4580.855
FL23025,1459.716,4068.787,11486.187
FL23026,4145.738,528.882,9968.996
FL23027,8706.889,977.871,4930.438
FL23028,4941.157,5502.947,948.445
FL23029,7509.52,8760.401,7248.887
FL23030,8124.568,6296.912,8001.355
FL23031,634.536,7530.447,3339.722
FL23032,6036.556,5747.957,612.619
FL23033,257.958,6002.019,1703.873
FL23034,7641.058,6205.398,4351.994
FL23035,962.88,5786.804,7521.705
FL23036,2521.1,1360.915,3308.989
FL23037,2471.906,7721.477,8657.945
FL23038,7626.837,3979.313,10690.968
FL23039,7906.371,8044.18,23.222
FL23040,2352.132,4837.456,2974.911
FL23041,6575.786,8810.149,11601.151
FL23042,3735.841,2360.024,4886.23
FL23043,4943.127,92.936,5092.455
FL23044,6151.887,3240.055,2337.94
FL23045,701.252,7950.657,7882.789
FL23046,6239.777,5799.549,7147.628
FL23047,4896.572,9411.524,2417.545
FL23048,3009.331,9584.811,7123.539
FL23049,9182.224,6585.808,6957.997
FL23050,2703.563,2430.347,3136.995
FL23051,2221.829,4006.804,2149.525
FL23052,5247.562,8123.637,3595.8
FL23053,4485.046,452.377,2725.454
FL23054,1720.796,6741.615,608.727
FL23055,3091.727,6797.988,3857.544
FL23056,2675.262,8220.985,9494.811
FL23057,3404.34,4088.135,5598.524
FL23058,7815.814,386.295,1761.954
FL23059,4803.071,7727.642,4088.038
FL23060,3246.423,1100.555,8698.747
FL23061,5782.316,1290.743,2863.26
FL23062,4541.135,1145.227,1291.981
FL23063,9803.383,8322.771,11274.337
FL23064,8781.519,3942.311,1934.013
FL23065,3365.757,737.462,9036.095
FL23066,8728.339,2757.765,11591.707
FL23067,6021.945,5649.81,9216.817
FL23068,2072.777,3845.81,7117.378
FL23069,6396.192,9863.75,5108.63
FL23070,203.055,8204.461,7053.595
FL23071,4225.118,1364.781,1449.598
FL23072,1224.23,8775.354,9719.151
FL23073,3603.917,6310.505,995.213
FL23074,3125.97,4146.066,4240.631
FL23075,3497.516,4121.207,2493.507
FL23076,8414.97,846.544,6918.646
FL23077,899.556,7943.873,3618.901
FL23078,8225.184,2402.163,8961.204
FL23079,515.649,9056.145,4893.432
FL23080,4791.38,9113.171,6113.762
FL23081,6339.046,7789.592,5343.095
FL23082,4860.244,2006.733,909.666
FL23083,2893.568,2763.45,4775.356
FL23084,544.21,1943.343,6744.674
FL23085,5250.505,6223.626,8302.417
FL23086,4492.284,8044.372,952.111
FL23087,6418.316,6343.594,266.297
FL23088,4580.861,2258.23,7020.82
FL23089,862.795,4683.728,5859.538
FL23090,5175.03,1479.396,3307.106
FL23091,2763.318,3941.44,10604.831
FL23092,5654.055,6884.72,8242.954
FL23093,8355.087,9981.403,900.738
FL23094,1781.598,3643.367,3187.743
FL23095,2861.478,1417.59,542.118
FL23096,406.541,8071.998,7652.363
FL23097,7486.739,1860.059,6547.299
FL23098,2909.507,7761.962,8146.088
FL23099,8462.862,1301.15,8910.902
FL23100,9720.246,8922.582,760.494
FL23101,9298.154,9744.056,8750.385
FL23102,8328.26,1610.558,5947.786
FL23103,7156.034,9224.13,11466.804
FL23104,3060.135,3522.642,3621.993
FL23105,2013.119,3956.671,8325.433
FL23106,1930.303,7358.114,11902.712
FL23107,9743.629,4042.251,5897.393
FL23108,3780.354,9291.101,6116.03
FL23109,4328.796,4777.335,1940.731
FL23110,4127.685,5610.391,11018.829
FL23111,3864.127,4242.631,4012.759
FL23112,6859.747,3702.359,2308.863
FL23113,243.095,7404.1,10622.395
FL23114,6587.104,7310.014,8415.728
FL23115,4340.686,8895.605,11266.363
FL23116,1551.752,8362.734,1179.459
FL23117,6777.627,4261.151,3418.333
FL23118,2657.087,5947.574,1389.817
FL23119,2315.029,9140.92,3085.721
FL23120,2320.591,9636.505,6799.169
FL23121,1804.915,3463.94,4728.493
FL23122,9759.719,1254.747,10229.713
FL23123,2119.468,7996.602,4439.157
FL23124,1318.855,6581.364,3208.489
FL23125,3804.66,661.699,7187.935
FL23126,6192.573,9731.229,3614.114
FL23127,6304.956,9218.338,2201.043
FL23128,7019.426,5762.17,6318.218
FL23129,4599.742,5086.509,11759.488
FL23130,3767.029,7549.058,4884.069
FL23131,5952.488,435.645,3363.957
FL23132,4207.261,9917.543,11684.268
FL23133,684.772,9724.736,2266.808
FL23134,5587.938,3602.058,4730.314
FL23135,4797.87,1914.143,11997.359
FL23136,3809.086,9125.926,11149.805
FL23137,1142.577,4602.982,324.11
FL23138,916.29,2494.898,11194.281
FL23139,7517.081,8459.185,6871.52
FL23140,2904.627,6085.326,6775.118
FL23141,6090.908,6000.706,11068.207
FL23142,7317.152,5656.233,11881.003
FL23143,1181.158,6817.958,1610.223
FL23144,749.78,9997.867,8202.085
FL23145,2845.973,101.92,3583.151
FL23146,5095.261,2475.84,3785.225
FL23147,4126.431,3374.838,2509.983
FL23148,9318.528,5198.601,8796.185
FL23149,8502.677,9669.832,6500.281
FL23150,9162.985,5618.085,3090.207
FL23151,1108.485,3614.447,291.412
FL23152,1662.156,2735.405,3535.872
FL23153,6641.948,6422.376,4045.189
FL23154,3111.579,4866.046,5280.792
FL23155,4930.847,4708.079,4536.885
FL23156,214.161,3660.901,4658.956
FL23157,792.413,3736.504,5711.053
FL23158,1609.002,7825.35,5351.764
FL23159,7285.019,3781.436,8869.98
FL23160,8208.092,2274.416,5495.848
FL23161,6872.968,5064.002,1779.834
FL23162,5131.904,4728.363,1632.652
FL23163,9635.609,9883.603,5097.516
FL23164,585.864,5008.372,8838.509
FL23165,2886.191,3417.265,10220.392
FL23166,7853.571,4734.753,1136.917
FL23167,3270.899,7888.453,369.526
FL23168,5025.75,9767.007,6317.744
FL23169,8944.398,8953.878,10097.153
FL23170,6523.209,2759.842,804.259
FL23171,1450.308,6807.821,4275.806
FL23172,8375.998,8191.223,2330.38
FL23173,6239.777,914.653,10627.814
FL23174,9396.069,5590.93,8625.67
FL23175,8941.966,4365.956,2360.002
FL23176,9895.25,5911.492,8759.597
FL23177,5399.071,8556.942,3685.885
FL23178,6107.479,5867.353,2562.194
FL23179,5888.765,8806.525,411.693
FL23180,6587.838,576.391,1834.341
FL23181,7163.088,7902.145,651.117
FL23182,5233.878,7525.179,1271.021
FL23183,488.459,8030.624,1133.501
FL23184,6014.881,9852.94,1713.045
FL23185,1205.535,6722.596,1458.949
FL23186,6208.838,4702.574,7109.067
FL23187,1668.896,2049.922,4860.81
FL23188,3467.398,2714.973,2809.541
FL23189,5913.445,1159.801,8466.035
FL23190,5090.465,4439.453,10926.347
FL23191,3981.333,9416.913,10313.197
FL23192,1543.462,9384.97,11987.111
FL23193,4757.463,2018.424,6453.37
FL23194,3504.839,4894.792,6141.33
FL23195,7883.331,6672.541,3644.617
FL23196,178.4,7761.746,1669.188
FL23197,7483.565,4679.357,8027.723
FL23198,97.324,1912.244,9925.024
FL23199,7268.609,8883.054,7713.474
FL23200,8169.273,3996.749,8202.838
FL23201,1279.583,2793.911,4195.703
FL23202,6449.628,3968.815,4350.691
FL23203,9318.304,5426.899,3385.559
FL23204,765.692,5861.295,7300.763
FL23205,8491.701,5947.664,6940.911
FL23206,9255.432,8669.637,6658.026
FL23207,8397.708,5569.409,11533.456
FL23208,4811.479,2831.967,8702.804
FL23209,5944.967,938.283,2325.703
FL23210,7095.132,3187.679,6705.093
FL23211,6167.399,7482.255,3771.531
FL23212,4109.553,1015.695,9212.91
FL23213,9719.151,1539.2,7708.571
FL23214,9508.787,1627.715,1078.035
FL23215,8574.166,6213.272,2741.142
FL23216,2806.991,7687.88,8669.501
FL23217,1743.236,2099.884,2727.159
FL23218,8768.179,9697.781,2840.077
FL23219,778.223,5846.165,1313.488
FL23220,7495.751,9550.372,5071.969
FL23221,2632.053,8414.811,6572.425
FL23222,3278.395,5880.446,9914.604
FL23223,2537.045,8667.467,1456.215
FL23224,2659.928,8778.386,10326.38
FL23225,1553.162,509.329,1962.563
FL23226,2242.228,8374.269,10567.193
FL23227,6774.838,2005.637,975.533
FL23228,3613.305,5270.236,6077.542
FL23229,3634.101,2293.386,3517.938
FL23230,4760.386,1012.842,8155.53
FL23231,197.759,9809.02,1349.164
FL23232,8317.395,3352.458,9765.207
FL23233,9955.556,2194.452,11179.977
FL23234,9788.116,5801.887,6342.003
